# id	left	top	right	bottom	texture_id
[SPRITES]
#####  BIG ###############
#IDLE
11121	246	154	259	181	0
11111	186	154	199	181	0

#WALKING RIGHT
11222	275	154	290	181	0
11223	304	154	321	181	0

#WALKING LEFT
11212	155	154	170	181	0
11213	125	154	140	181	0

#RUNNING RIGHT
11321	334	154	355	181	0
11322	334	154	355	181	0
11323	392	154	413	181	0

#RUNNING LEFT
11311	91	154	112	181	0
11312	65	154	86	181	0
11313	34	154	55	181	0

#JUMP WALK RIGHT & LEFT
11417	395	275	412	302	0
11413	35	275	52	302	0

#JUMP RUN RIGHT & LEFT
11427	394	195	413	222	0
11423	35	195	52	222	0

#SIT RIGHT & LEFT 
11521	426	239	441	256	0
11511	5	239	20	256	0

#BRACE RIGHT & LEFT 
11621	425	154	442	181	0
11611	5	154	22	181	0

#DIE
13001	215	120	234	137	0

############ SMALL ################
 #IDLE
12121	247	0	260	15	0
12111	187	0	200	15	0

#WALK RIGHT
12222	275	0	292	15	0
12223	306	0	321	15	0

#WALK LEFT
12212	155	0	170	15	0
12213	125	0	140	15	0

#RUN RIGHT
12321	275	0	290	15	0
12322	306	0	321	15	0
12323	335	0	350	15	0

#RUN LEFT
12311	155	0	170	15	0
12312	125	0	140	15	0
12313	95	0	110	15	0

#BRACE RIGHT & LEFT
12511	6	0	19	15	0
12521	426	0	439	15	0

#JUMP WALK RIGHT & LEFT 
12413	35	80	50	95	0
12417	395	80	410	95	0

#JUMP RUN RIGHT & LEFT 
12423	65	40	80	55	0
12427	365	40	380	55	0


##################FIRE########################
#IDLE
15121	245 	395 	259 	420 	0
15111	185	395	200	420	0

#WALKING RIGHT
15221	275	395	290	420	0
15222	305	395	320	420	0

#WALKING LEFT
15211	185	395	200	420	0
15212	155	395	170	420	0

#RUNNING RIGHT
15321	333	395	352	420	0
15322	362	395	380	420	0
15323	392	395	410	420	0

#RUNNING LEFT
15311	93	395	111	420	0
15312	66 	395	83	420	0
15313	35	395	53	420 	0

#JUMP WALK RIGHT & LEFT
15417	395	515	410	540	0
15413	35	515	50	540	0


#JUMP RUN RIGHT & LEFT
15427	395	435	412	460	0
15423	33	435	51	460	0

#SIT RIGHT & LEFT 
15521	427	480	440	495	0
15511	5	480	20 	495	0

#BRACE RIGHT & LEFT 
15621	425	395	440	421	0
15611	5	395	20	421	0

#THROWING FIRE RIGHT & LEFT
15721	276	554	290	580	0
15711	155	554	170	580	0


##########################RACCOON#############################
#IDLE
16121	241	634	264	661	0
16111	181	634	202 	661	0

#WALKING RIGHT
16221	272	634	294	661	0
16222	305	634	323	661	0

#WALKING LEFT
16211	152	634	174	661	0
16212	122	634	143	661	0

#RUNNING RIGHT
16321	330	634	354	661	0
16322	362	634	385	661	0
16323	392	634	414	661	0

#RUNNING LEFT
16311	90	634	115	661	0
16312	60	634	83	661	0
16313	32	634	52	661	0

#JUMP WALK RIGHT & LEFT
16417	302	674	324	701	0
16413	120	674	143	701	0

#JUMP RUN RIGHT & LEFT
16427	330	714	354	740	0
16423	90	714	115	740	0

#SIT RIGHT & LEFT
16521	422	719	443	736	0
16511	2	719	23	736	0

#BRACE RIGHT & LEFT
16621	424	634	440	661	0
16611	4	634	20	661	0

#FLY RIGHT
16721	360	714	384	741	0
16722	360	754	384	781	0

#FLY LEFT 
16711	60	714	85	741	0
16712	60	754	85	781	0

# ani_id	sprite1_id	time1	sprite2_id	time2	...
[ANIMATIONS]
400	11121	100
401	11111	100

#WALKING RIGHT & LEFT 
500	11121	100	11222	100	11223	100
501	11111	100	11212	100	11213	100

#RUNNING RIGHT & LEFT
600	11321	50	11322	50	11323	50
601	11311	50	11312	50	11313	50

#JUMP WALK
700	11417	100
701	11413	100

#JUMP RUN
800	11427	100
801	11423	100

#SIT RIGHT & LEFT 
900	11521	100
901	11511	100

#BRACE RIGHT & LEFT 
1000	11621	100
1001	11611	100

#DIE
999	13001	100



################### SMALL #################
1100	12121	100
1102	12111	100


#WALK LEFT & RIGHT 
1200	12121	100	12222	100	12223	100
1201	12111	100	12212	100	12213	100

#RUN LEFT & RIGHT
1300	12321	100	12322	100	12323	100
1301	12311	100	12312	100	12313	100

#BRACE LEFT & RIGHT
1401	12511	100
1400	12521	100

#JUMP WALK
1500	12417	100
1501	12413	100

#JUMP RUN 
1601	12423	100
1600	12427	100

###################FIRE####################
1700 	15121	100	
1701	15111	100


#WALK LEFT & RIGHT
1801	15111	100	15211	100	15212	100
1800	15121	100	15221	100	15222	100	

#RUN RIGHT & LEFT
1900	15321	50	15322	50	15323	50
1901	15311	50	15312	50	15313	50

#JUMP WALK
2000	15417	100
2001	15413	100

#JUMP RUN 
2100	15427	100
2101	15423	100

#BRACE RIGHT & LEFT
2200	15621	100
2201	15621	100

#THROW FIREBALL RIGHT & LEFT
2300	15721	100
2301	15711	100

#SIT
2400	15521	100
2401	15511	100

######################RACCOON#####################
2500	16121	100
2501	16111	100

#WALK RIGHT & LEFT
2600	16121	100	16221	100	16222	100
2601	16111	100	16211	100	16212	100

#RUN RIGHT & LEFT
2700	16321	50	16322	50	16323	50
2701	16311	50	16312	50	16313	50

#JUMP WALK
2800	16417	100
2801	16413	100

#JUMP RUN
2900	16427	100
2901	16423	100

#BRACE RIGHT & LEFT
3000	16621	100
3001	16611	100

#FLY
3100	16721	100 	16722	100
3101	16711	100	16712	100

#SIT
3200	16521	100
3201	16511	100
